game_id,stack,turn_position,nb_players_start,cards,pot_size_before_decision,nb_unfolded_players,money_to_add_for_call,hand_strength,hand_pos_potential,hand_neg_potential,last_raise__flop_player,last_raise_turnplayer,flop,turn,mise en cas de raise/bet,decision
808421849,13.35,1,6,9s Kc,5.199999999999999,2,1.9,0.7661835748792271,0.21437847866419296,0.10721219735038831,-1,0,7c 6c Ad,9c,0.0,calls
808421094,13.5,1,6,2s 2h,3.75,2,0.0,0.9884057971014493,0.017045454545454544,0.029658757664622767,1,-1,Jh 2c Jd,7d,0.0,checks
808421094,13.5,1,6,2s 2h,5.9,2,2.15,0.9884057971014493,0.017045454545454544,0.029658757664622767,1,0,Jh 2c Jd,7d,0.0,calls
808419214,5.930000000000001,1,6,As Kc,3.1399999999999997,2,0.0,0.5797101449275363,0.09688858977013874,0.21335039133052378,0,-1,6h 6d Th,2h,0.0,checks
808419214,5.930000000000001,1,6,As Kc,5.81,2,2.67,0.5797101449275363,0.09688858977013874,0.21335039133052378,0,0,6h 6d Th,2h,0.0,folds
808417933,13.04,0,5,Js Kh,6.8100000000000005,2,2.64,0.8917874396135266,0.029153138528138528,0.10818088959049123,0,1,9c Tc 7c,8d,0.0,calls
808417441,11.97,0,6,Ad Kh,10.780000000000001,2,3.47,0.49130434782608695,0.19226159904126006,0.15213538897749423,1,1,6c Qd 5h,Jh,0.0,calls
808416873,12.25,0,6,As 6s,5.75,2,7.0,0.978743961352657,0.04450757575757576,0.05410882221227049,1,-1,9c 6d Ac,Kd,7.0,bets
808416687,12.5,0,6,8s 7c,5.0,2,0.0,0.7768115942028986,0.06553180021559468,0.15273497688751925,1,-1,9h 7h 9d,8c,0.0,checks
808416662,4.0,0,6,Kd Qd,7.35,2,0.0,0.4570048309178744,0.14118213941535496,0.21278825995807127,0,-1,7c Ac 4c,Th,0.0,checks
808414948,28.0,0,6,Tc Jc,4.5,2,2.78,0.2748792270531401,0.11130343166767008,0.16695501730103807,-1,-1,4s 8h 8c,2h,2.78,bets
808414726,12.47,1,6,Ts 6s,5.3100000000000005,2,0.0,0.7043478260869566,0.08495145631067962,0.1474788872329856,0,-1,4c 4h 8s,6h,0.0,checks
808414726,12.47,1,6,Ts 6s,8.67,2,3.36,0.7043478260869566,0.08495145631067962,0.1474788872329856,0,0,4c 4h 8s,6h,0.0,calls
808414685,13.0,1,5,9c Tc,4.5,2,0.0,0.16135265700483092,0.07602689741451209,0.26036682615629986,-1,-1,8h Ah 3s,5h,0.0,checks
808414685,13.0,1,5,9c Tc,7.35,2,2.85,0.16135265700483092,0.07602689741451209,0.26036682615629986,-1,0,8h Ah 3s,5h,0.0,folds
808414335,3.25,1,5,Td Ad,8.6,2,0.0,0.8280193236714976,0.2967101958814666,0.07243657505285413,1,-1,Jd 2s 4d,Ts,12.82,raises
808414289,6.84,1,6,5c 5d,16.82,2,0.0,0.7908212560386474,0.01555299539170507,0.14518814518814518,1,-1,Ah 6d As,Ad,0.0,checks
808414226,10.18,1,6,Js Ks,11.89,2,0.0,0.744927536231884,0.049204920492049206,0.03148148148148148,0,-1,6d 6c Jc,Ah,0.0,checks
808413768,27.0,1,5,6c 4c,6.0,2,0.0,0.05458937198067633,0.06788125404605568,0.205849478390462,-1,-1,Jc 8s 3h,9h,0.0,checks
808413605,6.24,0,5,7c 7s,3.8600000000000003,2,1.24,0.9816425120772947,0.19497607655502391,0.05037580529706514,1,1,Js 7h 5s,3c,3.25,raises
808413373,13.5,1,5,5h 6h,3.0,2,0.0,0.5256038647342995,0.08965145526410348,0.1779557651650675,-1,-1,Ac 6d 7d,Jd,0.0,checks
808413373,13.5,1,5,5h 6h,4.75,2,1.75,0.5256038647342995,0.08965145526410348,0.1779557651650675,-1,0,Ac 6d 7d,Jd,7.5,raises
808413312,14.0,2,5,8h Kh,3.25,3,0.0,0.8115942028985508,0.09848484848484848,0.06611937884179878,-1,-1,7s Kc 6s,Ah,0.0,checks
808413312,14.0,1,5,8h Kh,4.79,2,1.54,0.8115942028985508,0.09848484848484848,0.06611937884179878,-1,0,7s Kc 6s,Ah,0.0,calls
808412915,13.5,1,6,5s 5h,3.75,2,0.0,0.5782608695652174,0.17705949656750572,0.13465624525724693,-1,-1,As 2s 8s,6h,0.0,checks
808412915,13.5,1,6,5s 5h,6.13,2,2.38,0.5782608695652174,0.17705949656750572,0.13465624525724693,-1,0,As 2s 8s,6h,0.0,folds
808412546,12.7,0,6,7d Jd,4.85,2,8.0,0.2285024154589372,0.22824917921430998,0.16163711806865333,0,-1,5h Qs 8d,6h,8.0,bets
808412546,4.699999999999999,0,6,7d Jd,30.549999999999997,2,17.7,0.2285024154589372,0.22824917921430998,0.16163711806865333,0,1,5h Qs 8d,6h,0.0,folds
808412485,6.37,0,6,Ah Jd,2.36,2,0.0,0.8927536231884058,0.049441786283891544,0.0751691674021771,0,-1,6h 6s Js,5h,0.0,checks
808412447,13.1,1,5,Ts Ad,4.05,2,0.0,0.5666666666666667,0.23311759983945415,0.13474850023073373,0,-1,7s 3s 7d,Js,0.0,checks
808411261,4.75,0,6,Jc Ac,9.73,2,3.13,0.4642512077294686,0.28148885997723205,0.15119493908153703,-1,1,5c 9d Qd,6c,0.0,calls
